4,11,40
25,20,45
77,12,38
100,10,55
110,16,40
150,20,40
260,12,40
270,12,40
300,20,50
425,6,40
560,16,40
600,16,40
600,12,60
780,10,38
880,12,40
950,11,40
1000,12,40
1100,12,40
1200,18,50
1300,12,40
1500,4,50
1500,12,40
1600,12,60
1700,11,40
1800,13,55
2000,20,40
2000,14,40
2000,13,70
2000,18,36
2000,13,45
2000,14,40
2000,13,80
2000,12,40
2000,16,40
2000,14,50
2055,12,40
2200,12,40
2400,14,40
2500,8,40
2535,13,80
2600,18,40
2650,13,80
2700,12,40
3000,12,40
3000,10,40
3000,12,50
3000,16,40
3000,16,45
3000,16,45
3200,12,65
3200,16,40
3500,12,45
3569,13,42
3600,13,54
4000,13,60
4000,11,60
4000,12,60
4000,12,50
4000,12,40
4000,16,40
4000,13,40
4000,12,40
4125,10,40
4300,16,50
4500,12,40
4677,12,40
4800,12,45
4903,13,40
5000,12,40
5000,14,40
5000,18,40
5000,12,36
5000,16,50
5000,12,60
5000,12,40
5000,12,40
5000,16,40
5000,16,50
5000,16,70
5000,12,99
5000,6,40
5000,12,40
5000,16,45
5000,16,60
5000,12,45
5000,20,70
5000,16,40
5000,18,60
5000,9,40
5002,10,40
5200,12,38
5400,14,40
5408,13,40
5500,13,40
5502,12,40
6000,14,40
6000,4,40
6000,13,52
6000,12,90
6000,16,40
6000,12,40
6000,14,60
6000,12,40
6000,13,40
6000,13,40
6000,13,48
6000,12,45
6000,12,40
6000,13,99
6000,13,40
6000,12,40
6000,16,38
6002,6,40
6200,16,40
6300,16,40
6500,16,40
6500,16,40
6528,14,40
6760,14,60
6801,12,55
7000,13,40
7000,12,40
7000,16,40
7000,8,40
7000,16,53
7000,12,40
7000,16,40
7000,12,40
7000,16,40
7000,12,40
7000,10,38
7000,11,40
7000,12,40
7176,11,40
7200,4,50
7200,12,40
7200,12,40
7300,16,70
7400,11,50
7500,14,40
7500,14,52
7500,16,40
7800,13,40
7800,12,40
7802,13,45
8000,12,40
8000,11,40
8000,8,40
8000,12,40
8000,12,40
8000,16,60
8000,12,40
8000,12,65
8000,11,40
8000,13,40
8000,11,60
8000,14,37
8000,13,40
8000,12,40
8000,12,70
8000,12,36
8000,13,40
8000,13,40
8000,12,40
8000,12,40
8000,12,40
8000,12,40
8000,12,50
8160,14,40
8200,8,36
8315,12,40
8400,14,38
8500,12,40
8600,14,42
8664,12,40
8800,11,40
8840,6,40
8863,13,50
8917,16,37
9000,9,40
9000,12,40
9000,12,40
9000,12,40
9000,10,45
9000,12,40
9000,12,40
9000,12,40
9000,12,40
9000,12,40
9000,12,40
9000,12,40
9000,12,40
9000,12,40
9000,12,40
9000,12,40
9000,14,52
9000,13,99
9000,12,40
9002,12,40
9100,12,40
9200,12,40
9360,4,40
9500,12,40
9500,16,40
9500,14,36
9500,12,40
9532,14,40
9600,6,40
9600,9,40
9600,12,40
9600,13,40
9600,11,65
9600,12,45
9716,13,40
9800,20,36
9800,12,50
9883,14,40
10000,16,40
10000,13,60
10000,12,40
10000,4,40
10000,12,40
10000,12,40
10000,13,40
10000,11,40
10000,13,40
10000,11,40
10000,16,40
10000,13,40
10000,11,40
10000,12,40
10000,11,40
10000,12,40
10000,12,40
10000,8,40
10000,9,40
10000,6,40
10000,12,40
10000,6,40
10000,16,60
10000,12,40
10000,8,52
10000,20,45
10000,11,52
10000,13,40
10000,12,40
10000,16,40
10000,12,60
10000,16,40
10000,14,37
10000,13,40
10000,4,50
10000,13,50
10000,13,40
10000,13,50
10000,12,40
10000,12,40
10000,13,99
10000,16,40
10000,13,40
10000,0,40
10000,14,45
10000,13,50
10000,6,40
10000,12,40
10000,14,52
10000,13,40
10000,13,50
10000,13,40
10000,12,40
10000,11,40
10000,13,45
10000,13,40
10000,16,40
10000,8,40
10000,11,40
10000,9,40
10000,14,40
10000,13,36
10000,6,40
10000,12,40
10000,16,50
10000,12,48
10000,18,45
10000,18,60
10000,4,40
10000,6,40
10000,13,40
10000,16,50
10000,12,40
10000,13,40
10000,14,60
10000,14,40
10000,13,40
10000,18,40
10000,11,40
10000,13,40
10000,12,40
10000,16,40
10000,12,40
10000,16,55
10000,11,40
10000,13,40
10000,16,40
10000,12,40
10000,11,40
10000,6,40
10000,12,36
10000,16,50
10000,13,40
10000,12,40
10000,14,40
10000,12,40
10000,11,40
10000,13,40
10000,6,40
10000,11,40
10000,13,50
10000,16,48
10000,12,40
10001,12,40
10002,9,40
10002,12,40
10065,9,36
10200,14,40
10200,16,60
10400,10,40
10400,11,40
10400,13,40
10500,12,40
10500,11,50
10580,12,40
10600,12,38
10700,13,38
10736,12,40
10800,13,40
11000,12,40
11000,13,40
11000,8,40
11000,13,36
11000,12,40
11000,16,50
11000,12,60
11000,13,36
11000,12,40
11000,10,40
11000,12,40
11000,13,65
11000,12,40
11000,14,50
11000,12,40
11000,20,40
11000,0,36
11000,12,42
11000,11,40
11000,11,40
11000,16,40
11000,12,40
11000,12,40
11000,11,40
11000,12,40
11000,12,40
11000,12,40
11000,13,40
11120,16,70
11142,12,45
11187,13,40
11200,13,40
11240,9,40
11300,13,40
11400,4,40
11400,16,40
11500,12,40
11500,13,60
11500,18,55
11529,11,40
11636,12,50
11697,13,40
11760,8,40
11880,13,40
12000,18,36
12000,14,40
12000,12,40
12000,13,40
12000,13,40
12000,12,40
12000,13,40
12000,12,40
12000,12,40
12000,12,40
12000,12,39
12000,12,40
12000,12,40
12000,6,40
12000,18,40
12000,12,40
12000,12,40
12000,6,40
12000,14,40
12000,13,40
12000,6,40
12000,10,45
12000,12,37
12000,13,42
12000,11,50
12000,11,40
12000,6,40
12000,12,40
12000,12,40
12000,0,40
12000,12,40
12000,9,40
12000,12,40
12000,14,40
12000,13,40
12000,16,40
12000,10,37
12000,14,40
12000,12,40
12000,12,40
12000,13,40
12000,16,40
12000,6,40
12000,4,40
